"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0001732","GO:0001732","formation of cytoplasmic translation initiation complex",49,-0.662216263959866,-2.57009641096205,0.000461467466543609,0.00411730050841214,0.00259816052754418,14786,"tags=67%, list=21%, signal=53%","BnaC04g53310D/BnaA02g21720D/BnaA02g11620D/BnaA03g45890D/BnaA03g56560D/BnaC03g22380D/BnaC04g55530D/BnaUnng00080D/BnaA07g25580D/BnaCnng36550D/BnaCnng08330D/BnaC05g08330D/BnaC03g66710D/BnaA04g14660D/BnaA03g52440D/BnaA08g25550D/BnaAnng38210D/BnaC09g23910D/BnaA02g36570D/BnaAnng09940D/BnaA09g17080D/BnaA01g33140D/BnaA09g35610D/BnaC08g42320D/BnaA09g47800D/BnaCnng70910D/BnaC04g37270D/BnaC04g24310D/BnaA06g32100D/BnaC05g48440D/BnaA02g28950D/BnaA05g27670D/BnaA08g11850D"
"GO:0006241","GO:0006241","CTP biosynthetic process",49,-0.654984029800223,-2.54202772695572,0.000461467466543609,0.00411730050841214,0.00259816052754418,10747,"tags=53%, list=16%, signal=45%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0009208","GO:0009208","pyrimidine ribonucleoside triphosphate metabolic process",49,-0.654984029800223,-2.54202772695572,0.000461467466543609,0.00411730050841214,0.00259816052754418,10747,"tags=53%, list=16%, signal=45%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0009209","GO:0009209","pyrimidine ribonucleoside triphosphate biosynthetic process",49,-0.654984029800223,-2.54202772695572,0.000461467466543609,0.00411730050841214,0.00259816052754418,10747,"tags=53%, list=16%, signal=45%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0046036","GO:0046036","CTP metabolic process",49,-0.654984029800223,-2.54202772695572,0.000461467466543609,0.00411730050841214,0.00259816052754418,10747,"tags=53%, list=16%, signal=45%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0072598","GO:0072598","protein localization to chloroplast",49,-0.545343721286869,-2.11650787982612,0.000461467466543609,0.00411730050841214,0.00259816052754418,10800,"tags=49%, list=16%, signal=41%","BnaA10g28000D/BnaA09g08100D/BnaC07g06450D/BnaA06g27130D/BnaC08g03820D/BnaAnng34280D/BnaA07g02580D/BnaC05g36600D/BnaA07g36790D/BnaCnng19080D/BnaA09g43540D/BnaC09g41260D/BnaA07g14320D/BnaA03g11350D/BnaA05g23200D/BnaC05g04790D/BnaC02g06750D/BnaC03g17550D/BnaC09g32030D/BnaC04g15130D/BnaA06g15810D/BnaA08g28770D/BnaA03g00280D/BnaA10g09540D"
"GO:0015995","GO:0015995","chlorophyll biosynthetic process",49,-0.505689207066155,-1.96260660886114,0.000461467466543609,0.00411730050841214,0.00259816052754418,21095,"tags=63%, list=30%, signal=44%","BnaA08g27540D/BnaC07g39280D/BnaC01g22400D/BnaC03g74650D/BnaC03g38290D/BnaC01g23240D/BnaA01g14420D/BnaC09g39160D/BnaC05g01980D/BnaA03g36320D/BnaC08g46210D/BnaA09g06670D/BnaC08g27800D/BnaC01g19630D/BnaA01g35430D/BnaCnng20460D/BnaA01g09270D/BnaC05g52070D/BnaA07g31590D/BnaA07g17040D/BnaA03g33210D/BnaC01g10870D/BnaC07g33090D/BnaA07g28250D/BnaA06g04910D/BnaC06g35410D/BnaA03g58320D/BnaA10g08760D/BnaA02g24150D/BnaC07g35320D/BnaC05g06170D"
"GO:0009148","GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process",50,-0.652188832359767,-2.53877239819548,0.000466417910447761,0.00412579957356077,0.00260352373470991,10747,"tags=52%, list=16%, signal=44%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0032543","GO:0032543","mitochondrial translation",50,-0.624956739439014,-2.43276615825091,0.000466417910447761,0.00412579957356077,0.00260352373470991,12691,"tags=60%, list=18%, signal=49%","BnaC03g30610D/BnaA06g02930D/BnaC08g04580D/BnaC03g63820D/BnaA08g30480D/BnaC07g51330D/BnaA08g13530D/BnaA03g54430D/BnaC08g46600D/BnaA01g32910D/BnaC04g02010D/BnaC08g43520D/BnaA07g07590D/BnaA09g19510D/BnaA08g25080D/BnaA02g08440D/BnaA01g34650D/BnaA09g47500D/BnaC03g30500D/BnaA09g01140D/BnaC09g00290D/BnaA09g55440D/BnaA05g21890D/BnaC08g29880D/BnaA09g26600D/BnaA07g18440D/BnaCnng63600D/BnaC08g48970D/BnaC06g17460D/BnaA02g30540D"
"GO:0002097","GO:0002097","tRNA wobble base modification",50,-0.590865788124441,-2.30006047251797,0.000466417910447761,0.00412579957356077,0.00260352373470991,10424,"tags=44%, list=15%, signal=37%","BnaA10g09380D/BnaC03g45200D/BnaC03g25390D/BnaA07g32410D/BnaC03g27760D/BnaC09g24700D/BnaA05g27780D/BnaC02g18410D/BnaA05g09210D/BnaA08g06160D/BnaCnng56960D/BnaA02g09250D/BnaC04g03580D/BnaA07g36190D/BnaC02g13300D/BnaA08g03460D/BnaC09g31780D/BnaC05g41960D/BnaA01g00970D/BnaAnng19270D/BnaA10g29850D/BnaC09g43430D"
"GO:0000959","GO:0000959","mitochondrial RNA metabolic process",51,-0.711132666567749,-2.77967076658934,0.000474833808167142,0.00414108583122668,0.0026131698975781,9411,"tags=61%, list=14%, signal=53%","BnaCnng17940D/BnaC09g42910D/BnaC06g05260D/BnaC09g42140D/BnaC05g37130D/BnaAnng21120D/BnaC06g29900D/BnaA07g07590D/BnaA01g33050D/BnaC05g48080D/BnaA05g32780D/BnaA04g14120D/BnaC03g67670D/BnaA08g25080D/BnaA05g10140D/BnaA01g32600D/BnaA05g08720D/BnaCnng18610D/BnaA08g25290D/BnaA09g47500D/BnaA07g24390D/BnaA05g26400D/BnaA01g29060D/BnaA09g41640D/BnaC04g11080D/BnaC08g14930D/BnaC04g36730D/BnaA06g01920D/BnaA08g12540D/BnaA09g26600D/BnaC04g43880D"
"GO:0006997","GO:0006997","nucleus organization",51,-0.518712498708551,-2.0275400592743,0.000474833808167142,0.00414108583122668,0.0026131698975781,12529,"tags=43%, list=18%, signal=35%","BnaC03g67910D/BnaCnng13360D/BnaA08g19040D/BnaC05g37050D/BnaC02g18460D/BnaA02g14000D/BnaC08g10160D/BnaAnng29860D/BnaA05g09800D/BnaC03g58610D/BnaA01g31520D/BnaC07g32940D/BnaA07g00440D/BnaCnng05150D/BnaC02g41640D/BnaC09g50980D/BnaA02g32890D/BnaCnng45980D/BnaA09g06080D/BnaA09g05310D/BnaAnng24490D/BnaCnng45460D"
"GO:0045039","GO:0045039","protein insertion into mitochondrial inner membrane",51,-0.503816586696119,-1.9693150147654,0.000474833808167142,0.00414108583122668,0.0026131698975781,21028,"tags=53%, list=30%, signal=37%","BnaA01g15780D/BnaA03g30240D/BnaC01g18840D/BnaA07g05060D/BnaCnng41500D/BnaC04g02530D/BnaC08g21180D/BnaC07g22540D/BnaA04g00310D/BnaA09g44610D/BnaCnng00090D/BnaC08g37320D/BnaA04g07130D/BnaA06g27130D/BnaUnng03640D/BnaC04g04760D/BnaA04g28560D/BnaA03g11350D/BnaA05g12510D/BnaA09g13040D/BnaC04g50730D/BnaC07g29840D/BnaC09g32030D/BnaA06g15810D/BnaA03g59590D/BnaA10g09540D/BnaC04g54480D"
"GO:0046505","GO:0046505","sulfolipid metabolic process",5,-0.908568955568379,-1.83377343762195,0.000473484848484848,0.00414108583122668,0.0026131698975781,6344,"tags=100%, list=9%, signal=91%","BnaA10g27550D/BnaCnng03870D/BnaA03g00460D/BnaA03g52320D"
"GO:0046506","GO:0046506","sulfolipid biosynthetic process",5,-0.908568955568379,-1.83377343762195,0.000473484848484848,0.00414108583122668,0.0026131698975781,6344,"tags=100%, list=9%, signal=91%","BnaA10g27550D/BnaCnng03870D/BnaA03g00460D/BnaA03g52320D"
"GO:0000469","GO:0000469","cleavage involved in rRNA processing",53,-0.804083775522777,-3.17815460537203,0.000481000481000481,0.00414812671080081,0.00261761293868023,8474,"tags=75%, list=12%, signal=66%","BnaA04g21760D/BnaA09g35940D/BnaC02g01270D/BnaA04g11000D/BnaA07g15310D/BnaA08g03640D/BnaC08g41050D/BnaC02g06840D/BnaA09g38540D/BnaC05g01900D/BnaC01g39710D/BnaC06g11900D/BnaC04g33060D/BnaA10g28620D/BnaC05g44220D/BnaA03g17540D/BnaA06g37580D/BnaAnng06240D/BnaC06g02860D/BnaA05g12760D/BnaAnng34850D/BnaC05g04630D/BnaCnng31490D/BnaA07g16150D/BnaA09g53310D/BnaA05g29900D/BnaA08g30610D/BnaA09g47020D/BnaA02g31260D/BnaC09g41090D/BnaC06g42550D/BnaA09g54920D/BnaC08g24870D/BnaC03g20970D/BnaC05g26360D/BnaA05g35890D/BnaAnng25500D/BnaC02g39820D/BnaC09g47740D/BnaC08g44910D"
"GO:0009147","GO:0009147","pyrimidine nucleoside triphosphate metabolic process",53,-0.629201815511039,-2.48693072606115,0.000481000481000481,0.00414812671080081,0.00261761293868023,10747,"tags=49%, list=16%, signal=41%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaCnng15800D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC09g51980D/BnaC03g51050D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaA09g17360D/BnaA05g26520D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
"GO:0048024","GO:0048024","regulation of mRNA splicing, via spliceosome",52,-0.534175175744779,-2.10158616730799,0.000479846449136276,0.00414812671080081,0.00261761293868023,16432,"tags=48%, list=24%, signal=37%","BnaC06g15100D/BnaA07g16320D/BnaA05g12710D/BnaC04g54780D/BnaC03g59730D/BnaC05g10840D/BnaC02g06470D/BnaC08g49450D/BnaA07g16300D/BnaA03g48080D/BnaC01g28720D/BnaA05g29610D/BnaC03g21490D/BnaC06g42510D/BnaC08g25020D/BnaA07g01710D/BnaC03g75880D/BnaC05g43930D/BnaA09g52820D/BnaA03g17930D/BnaCnng52140D/BnaA09g34090D/BnaCnng19770D/BnaC08g13780D/BnaA08g26220D"
"GO:0042742","GO:0042742","defense response to bacterium",77,0.515028869501061,1.73778024997563,0.000478869867113612,0.00414812671080081,0.00261761293868023,16999,"tags=40%, list=25%, signal=30%","BnaA06g01170D/BnaC09g12000D/BnaC03g33890D/BnaC06g06120D/BnaAnng05410D/BnaCnng19190D/BnaA04g29730D/BnaC04g27370D/BnaA03g28780D/BnaC09g22400D/BnaA03g28770D/BnaA08g13760D/BnaC01g39300D/BnaC02g28690D/BnaA10g09930D/BnaA04g27230D/BnaC06g06110D/BnaC07g15960D/BnaA09g11550D/BnaC09g50030D/BnaA01g32250D/BnaC04g50800D/BnaAnng14550D/BnaA05g12700D/BnaC03g30950D/BnaA09g20070D/BnaA04g04650D/BnaC09g32380D/BnaA03g17380D/BnaC03g13350D/BnaC03g30940D"
"GO:0022604","GO:0022604","regulation of cell morphogenesis",67,0.540497650171102,1.79489049437672,0.000486499635125274,0.00418389686207735,0.00264018515436406,15337,"tags=43%, list=22%, signal=34%","BnaC07g32180D/BnaA01g19510D/BnaC01g42410D/BnaAnng08340D/BnaC08g32830D/BnaA09g09330D/BnaA02g16740D/BnaC04g08410D/BnaC02g22700D/BnaA09g20060D/BnaC09g22390D/BnaC09g00800D/BnaA09g01630D/BnaCnng26840D/BnaA09g31890D/BnaCnng71610D/BnaA06g25560D/BnaC03g48060D/BnaA09g40390D/BnaA03g27770D/BnaA07g03030D/BnaC08g22710D/BnaAnng00090D/BnaCnng35340D/BnaC05g03680D/BnaC04g12720D/BnaC03g32810D/BnaA08g31150D/BnaC07g14810D"
"GO:0097502","GO:0097502","mannosylation",59,0.56248596580815,1.82857186727264,0.000497141436738752,0.00426357309734952,0.00269046364364229,2621,"tags=12%, list=4%, signal=11%","BnaAnng17960D/BnaCnng34270D/BnaA05g10500D/BnaC04g11500D/BnaC04g43530D/BnaA04g19160D/BnaA03g01040D"
"GO:0046364","GO:0046364","monosaccharide biosynthetic process",55,0.56975905920938,1.83074733904864,0.00050251256281407,0.00429773175268608,0.00271201894906343,4268,"tags=22%, list=6%, signal=20%","BnaA03g47910D/BnaCnng13230D/BnaA06g24600D/BnaA02g08540D/BnaA09g10050D/BnaC02g12100D/BnaAnng22250D/BnaC04g00700D/BnaC05g49660D/BnaA01g00210D/BnaC08g46760D/BnaA05g10520D"
"GO:0006356","GO:0006356","regulation of transcription by RNA polymerase I",7,-0.887936839737049,-2.00651182865529,0.000508646998982706,0.00432629425508368,0.00273004288638491,7047,"tags=86%, list=10%, signal=77%","BnaC03g56670D/BnaA09g28880D/BnaA08g19730D/BnaA03g01910D/BnaC03g34790D/BnaA05g30840D"
"GO:0045943","GO:0045943","positive regulation of transcription by RNA polymerase I",7,-0.887936839737049,-2.00651182865529,0.000508646998982706,0.00432629425508368,0.00273004288638491,7047,"tags=86%, list=10%, signal=77%","BnaC03g56670D/BnaA09g28880D/BnaA08g19730D/BnaA03g01910D/BnaC03g34790D/BnaA05g30840D"
"GO:0006420","GO:0006420","arginyl-tRNA aminoacylation",8,-0.854866897787403,-2.0171077143679,0.000522056904202558,0.00441608791095934,0.00278670582168521,7937,"tags=88%, list=11%, signal=77%","BnaA08g14390D/BnaCnng64110D/BnaA01g15450D/BnaC08g12170D/BnaC07g40180D/BnaA03g47930D/BnaC01g18350D"
"GO:0070476","GO:0070476","rRNA (guanine-N7)-methylation",8,-0.850228765289297,-2.00616377342644,0.000522056904202558,0.00441608791095934,0.00278670582168521,7798,"tags=88%, list=11%, signal=78%","BnaCnng69460D/BnaA09g30730D/BnaA03g10350D/BnaA07g10580D/BnaC03g72840D/BnaC05g17460D/BnaC03g13030D"
"GO:0009127","GO:0009127","purine nucleoside monophosphate biosynthetic process",63,-0.580908212988378,-2.37122202650255,0.000535905680600214,0.00448422699226558,0.00282970396356756,11612,"tags=60%, list=17%, signal=50%","BnaA05g06460D/BnaA04g29080D/BnaA01g05210D/BnaC04g56640D/BnaA08g26110D/BnaA01g09220D/BnaC02g20000D/BnaCnng53700D/BnaC01g40920D/BnaCnng38460D/BnaA07g17380D/BnaA04g21890D/BnaA03g17360D/BnaC01g32240D/BnaA04g29130D/BnaC04g45420D/BnaA07g16600D/BnaC03g41880D/BnaA03g58310D/BnaC08g25860D/BnaC06g15570D/BnaC08g28630D/BnaA04g02300D/BnaA06g10940D/BnaC06g23160D/BnaA07g03650D/BnaA01g25350D/BnaA09g27900D/BnaC07g35310D/BnaA09g54810D/BnaA09g12410D/BnaA07g22320D/BnaC03g20870D/BnaA09g36930D/BnaA07g31390D/BnaC05g12460D/BnaC09g12810D/BnaA05g08860D"
"GO:0009168","GO:0009168","purine ribonucleoside monophosphate biosynthetic process",63,-0.580908212988378,-2.37122202650255,0.000535905680600214,0.00448422699226558,0.00282970396356756,11612,"tags=60%, list=17%, signal=50%","BnaA05g06460D/BnaA04g29080D/BnaA01g05210D/BnaC04g56640D/BnaA08g26110D/BnaA01g09220D/BnaC02g20000D/BnaCnng53700D/BnaC01g40920D/BnaCnng38460D/BnaA07g17380D/BnaA04g21890D/BnaA03g17360D/BnaC01g32240D/BnaA04g29130D/BnaC04g45420D/BnaA07g16600D/BnaC03g41880D/BnaA03g58310D/BnaC08g25860D/BnaC06g15570D/BnaC08g28630D/BnaA04g02300D/BnaA06g10940D/BnaC06g23160D/BnaA07g03650D/BnaA01g25350D/BnaA09g27900D/BnaC07g35310D/BnaA09g54810D/BnaA09g12410D/BnaA07g22320D/BnaC03g20870D/BnaA09g36930D/BnaA07g31390D/BnaC05g12460D/BnaC09g12810D/BnaA05g08860D"
"GO:0031167","GO:0031167","rRNA methylation",63,-0.546329577769236,-2.23007473396175,0.000535905680600214,0.00448422699226558,0.00282970396356756,10112,"tags=51%, list=15%, signal=43%","BnaC03g41050D/BnaA09g04380D/BnaA01g29950D/BnaA07g12730D/BnaC04g05780D/BnaCnng46850D/BnaC09g43310D/BnaCnng69460D/BnaA05g05920D/BnaA03g35360D/BnaAnng25980D/BnaA09g30730D/BnaA03g59050D/BnaC09g32470D/BnaA03g10350D/BnaCnng08920D/BnaCnng17450D/BnaA09g36350D/BnaA10g10010D/BnaA07g10580D/BnaC03g72840D/BnaA07g00910D/BnaC08g27930D/BnaC04g51980D/BnaC07g39880D/BnaC05g17460D/BnaA03g47600D/BnaA03g47570D/BnaC03g13030D/BnaC02g40190D/BnaC08g47290D/BnaA08g31010D"
"GO:0043484","GO:0043484","regulation of RNA splicing",63,-0.468742603984061,-1.91337075716195,0.000535905680600214,0.00448422699226558,0.00282970396356756,19080,"tags=46%, list=28%, signal=33%","BnaA10g10290D/BnaC07g34040D/BnaC03g15180D/BnaA06g09460D/BnaC06g15100D/BnaA07g16320D/BnaA05g12710D/BnaC04g54780D/BnaC03g59730D/BnaC05g10840D/BnaC02g06470D/BnaC08g49450D/BnaA07g16300D/BnaA03g48080D/BnaC01g28720D/BnaA05g29610D/BnaC03g21490D/BnaC06g42510D/BnaC08g25020D/BnaA07g01710D/BnaC03g75880D/BnaC05g43930D/BnaA09g52820D/BnaA03g17930D/BnaCnng52140D/BnaA09g34090D/BnaCnng19770D/BnaC08g13780D/BnaA08g26220D"
"GO:0051204","GO:0051204","protein insertion into mitochondrial membrane",64,-0.526229183700584,-2.15525530554417,0.000539665407447383,0.00450351509826711,0.00284187543260701,8757,"tags=53%, list=13%, signal=46%","BnaA01g15780D/BnaA03g30240D/BnaC01g18840D/BnaA07g05060D/BnaCnng41500D/BnaC04g02530D/BnaC08g21180D/BnaC07g22540D/BnaA04g00310D/BnaA09g44610D/BnaCnng00090D/BnaC08g37320D/BnaA04g07130D/BnaA06g27130D/BnaUnng03640D/BnaC04g04760D/BnaC03g57640D/BnaA04g28560D/BnaA07g08810D/BnaC09g38070D/BnaA03g11350D/BnaC05g21320D/BnaA09g27920D/BnaA05g12510D/BnaA09g13040D/BnaC04g50730D/BnaA05g27880D/BnaC07g29840D/BnaC09g32030D/BnaA06g15810D/BnaA03g59590D/BnaC07g11430D/BnaA10g09540D/BnaC04g54480D"
"GO:0000460","GO:0000460","maturation of 5.8S rRNA",65,-0.786923606303288,-3.23013208697143,0.000548245614035088,0.00451427771556551,0.0028486670202943,10988,"tags=77%, list=16%, signal=65%","BnaA08g30800D/BnaC01g19160D/BnaA09g03840D/BnaC02g20050D/BnaA09g14430D/BnaA09g35240D/BnaA02g07060D/BnaA04g21760D/BnaA09g35940D/BnaA05g04600D/BnaC03g06550D/BnaA10g12470D/BnaC08g26570D/BnaA09g52220D/BnaA05g28820D/BnaA09g38540D/BnaC02g09980D/BnaC05g01900D/BnaC01g39710D/BnaC06g11900D/BnaA09g14440D/BnaA03g21030D/BnaC05g44220D/BnaA03g17540D/BnaA09g02890D/BnaC03g25090D/BnaC05g43300D/BnaA09g04700D/BnaA05g12760D/BnaAnng34850D/BnaC04g04050D/BnaCnng17450D/BnaCnng31490D/BnaA07g16150D/BnaA09g53310D/BnaA01g35820D/BnaA05g29900D/BnaA08g30610D/BnaA10g30340D/BnaAnng02790D/BnaC09g15030D/BnaA02g31260D/BnaC06g42550D/BnaA09g54920D/BnaC02g02020D/BnaA03g47600D/BnaC08g24870D/BnaC03g20970D/BnaA03g04950D/BnaC02g39820D"
"GO:0030150","GO:0030150","protein import into mitochondrial matrix",65,-0.569339235481385,-2.33700059086984,0.000548245614035088,0.00451427771556551,0.0028486670202943,8176,"tags=42%, list=12%, signal=37%","BnaA09g10320D/BnaA07g00370D/BnaA10g09440D/BnaC01g32850D/BnaA07g14320D/BnaC06g33890D/BnaA08g00200D/BnaA09g11500D/BnaC06g15460D/BnaA07g38940D/BnaA10g17040D/BnaA08g14300D/BnaA01g25720D/BnaC09g12290D/BnaC04g15130D/BnaA06g11810D/BnaC03g41320D/BnaA09g12040D/BnaC06g11160D/BnaA03g35540D/BnaC09g11950D/BnaA05g13510D/BnaC09g40220D/BnaAnng20480D/BnaA03g48280D/BnaA05g19160D/BnaC05g32550D"
"GO:0009126","GO:0009126","purine nucleoside monophosphate metabolic process",65,-0.5629586041197,-2.31080963417286,0.000548245614035088,0.00451427771556551,0.0028486670202943,11612,"tags=58%, list=17%, signal=49%","BnaA05g06460D/BnaA04g29080D/BnaA01g05210D/BnaC04g56640D/BnaA08g26110D/BnaA01g09220D/BnaC02g20000D/BnaCnng53700D/BnaC01g40920D/BnaCnng38460D/BnaA07g17380D/BnaA04g21890D/BnaA03g17360D/BnaC01g32240D/BnaA04g29130D/BnaC04g45420D/BnaA07g16600D/BnaC03g41880D/BnaA03g58310D/BnaC08g25860D/BnaC06g15570D/BnaC08g28630D/BnaA04g02300D/BnaA06g10940D/BnaC06g23160D/BnaA07g03650D/BnaA01g25350D/BnaA09g27900D/BnaC07g35310D/BnaA09g54810D/BnaA09g12410D/BnaA07g22320D/BnaC03g20870D/BnaA09g36930D/BnaA07g31390D/BnaC05g12460D/BnaC09g12810D/BnaA05g08860D"
"GO:0009167","GO:0009167","purine ribonucleoside monophosphate metabolic process",65,-0.5629586041197,-2.31080963417286,0.000548245614035088,0.00451427771556551,0.0028486670202943,11612,"tags=58%, list=17%, signal=49%","BnaA05g06460D/BnaA04g29080D/BnaA01g05210D/BnaC04g56640D/BnaA08g26110D/BnaA01g09220D/BnaC02g20000D/BnaCnng53700D/BnaC01g40920D/BnaCnng38460D/BnaA07g17380D/BnaA04g21890D/BnaA03g17360D/BnaC01g32240D/BnaA04g29130D/BnaC04g45420D/BnaA07g16600D/BnaC03g41880D/BnaA03g58310D/BnaC08g25860D/BnaC06g15570D/BnaC08g28630D/BnaA04g02300D/BnaA06g10940D/BnaC06g23160D/BnaA07g03650D/BnaA01g25350D/BnaA09g27900D/BnaC07g35310D/BnaA09g54810D/BnaA09g12410D/BnaA07g22320D/BnaC03g20870D/BnaA09g36930D/BnaA07g31390D/BnaC05g12460D/BnaC09g12810D/BnaA05g08860D"
"GO:0046112","GO:0046112","nucleobase biosynthetic process",65,-0.481256579866296,-1.97544248036337,0.000548245614035088,0.00451427771556551,0.0028486670202943,9648,"tags=52%, list=14%, signal=45%","BnaA02g14400D/BnaC06g42560D/BnaA08g26110D/BnaA01g12680D/BnaCnng53700D/BnaC01g14400D/BnaC05g40560D/BnaA03g45640D/BnaCnng38460D/BnaC05g07310D/BnaC07g37720D/BnaA01g02440D/BnaA05g18730D/BnaC02g19320D/BnaC06g28090D/BnaC05g31710D/BnaA06g26030D/BnaA06g05760D/BnaA01g30410D/BnaC01g03690D/BnaC06g15260D/BnaA07g16410D/BnaC06g15570D/BnaC09g04920D/BnaC04g26270D/BnaA07g28110D/BnaA07g03650D/BnaA09g27900D/BnaA05g26520D/BnaA09g54810D/BnaA04g04090D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D"
"GO:0042886","GO:0042886","amide transport",134,0.463910817732528,1.6682347158704,0.000556173526140156,0.00456740911652499,0.0028821947913336,10768,"tags=26%, list=16%, signal=22%","BnaA02g35410D/BnaA08g05990D/BnaC08g10640D/BnaC01g34980D/BnaC03g75010D/BnaA08g12260D/BnaC04g53060D/BnaA05g10120D/BnaC03g14980D/BnaC07g21430D/BnaC08g39460D/BnaA10g27530D/BnaC03g76350D/BnaCnng54400D/BnaA06g34380D/BnaA03g12220D/BnaA09g34320D/BnaA02g10240D/BnaC06g30250D/BnaCnng04540D/BnaC08g41560D/BnaA09g47380D/BnaC01g20380D/BnaC02g43080D/BnaCnng04550D/BnaA08g15130D/BnaCnng03860D/BnaC02g21070D/BnaA09g17630D/BnaA09g01870D/BnaC08g15370D/BnaC09g21950D/BnaA08g24900D/BnaA07g23210D/BnaC09g29910D"
"GO:0009218","GO:0009218","pyrimidine ribonucleotide metabolic process",67,-0.581636165167822,-2.39838588859153,0.000561797752808989,0.00458925024458214,0.00289597730652266,10747,"tags=55%, list=16%, signal=47%","BnaA02g21890D/BnaA06g22660D/BnaA06g32350D/BnaC06g42560D/BnaA01g12680D/BnaCnng15800D/BnaC01g14400D/BnaA02g20460D/BnaA01g10530D/BnaC05g40560D/BnaC02g36730D/BnaC07g37720D/BnaC09g51980D/BnaA05g18730D/BnaC03g51050D/BnaC05g31710D/BnaA07g07050D/BnaCnng73880D/BnaA03g44510D/BnaA01g30410D/BnaC06g15260D/BnaA07g16410D/BnaC07g08770D/BnaC01g12060D/BnaC07g36340D/BnaC04g26270D/BnaA09g17360D/BnaA05g26520D/BnaA09g26580D/BnaA04g04090D/BnaA08g00390D/BnaC03g70690D/BnaC01g38590D/BnaC05g23810D/BnaA09g54360D/BnaA04g10680D/BnaC04g32990D"
