"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0006030","GO:0006030","chitin metabolic process",43,0.742614932873722,2.40005452056704,0.000174337517433752,0.00350254518283286,0.0025682333869501,3840,"tags=44%, list=6%, signal=42%","BnaC05g01140D/BnaC05g40680D/BnaA10g03880D/BnaA05g26640D/BnaA10g01020D/BnaA09g00340D/BnaC08g01540D/BnaC05g03990D/BnaA01g34980D/BnaC03g24360D/BnaA05g03430D/BnaUnng03570D/BnaA03g56430D/BnaA08g31740D/BnaC03g24340D/BnaC01g41020D/BnaCnng01370D/BnaA03g20340D/BnaC08g25210D"
"GO:0006032","GO:0006032","chitin catabolic process",43,0.742614932873722,2.40005452056704,0.000174337517433752,0.00350254518283286,0.0025682333869501,3840,"tags=44%, list=6%, signal=42%","BnaC05g01140D/BnaC05g40680D/BnaA10g03880D/BnaA05g26640D/BnaA10g01020D/BnaA09g00340D/BnaC08g01540D/BnaC05g03990D/BnaA01g34980D/BnaC03g24360D/BnaA05g03430D/BnaUnng03570D/BnaA03g56430D/BnaA08g31740D/BnaC03g24340D/BnaC01g41020D/BnaCnng01370D/BnaA03g20340D/BnaC08g25210D"
"GO:0046348","GO:0046348","amino sugar catabolic process",43,0.742614932873722,2.40005452056704,0.000174337517433752,0.00350254518283286,0.0025682333869501,3840,"tags=44%, list=6%, signal=42%","BnaC05g01140D/BnaC05g40680D/BnaA10g03880D/BnaA05g26640D/BnaA10g01020D/BnaA09g00340D/BnaC08g01540D/BnaC05g03990D/BnaA01g34980D/BnaC03g24360D/BnaA05g03430D/BnaUnng03570D/BnaA03g56430D/BnaA08g31740D/BnaC03g24340D/BnaC01g41020D/BnaCnng01370D/BnaA03g20340D/BnaC08g25210D"
"GO:1901072","GO:1901072","glucosamine-containing compound catabolic process",43,0.742614932873722,2.40005452056704,0.000174337517433752,0.00350254518283286,0.0025682333869501,3840,"tags=44%, list=6%, signal=42%","BnaC05g01140D/BnaC05g40680D/BnaA10g03880D/BnaA05g26640D/BnaA10g01020D/BnaA09g00340D/BnaC08g01540D/BnaC05g03990D/BnaA01g34980D/BnaC03g24360D/BnaA05g03430D/BnaUnng03570D/BnaA03g56430D/BnaA08g31740D/BnaC03g24340D/BnaC01g41020D/BnaCnng01370D/BnaA03g20340D/BnaC08g25210D"
"GO:0006108","GO:0006108","malate metabolic process",40,0.752743861534717,2.39726756218239,0.000175746924428823,0.00350254518283286,0.0025682333869501,5229,"tags=50%, list=8%, signal=46%","BnaA09g16400D/BnaC05g02530D/BnaA02g35010D/BnaA10g02560D/BnaCnng55040D/BnaA05g14590D/BnaA04g13230D/BnaC09g17480D/BnaA08g27880D/BnaC04g35330D/BnaA08g01250D/BnaA06g01050D/BnaA09g08320D/BnaCnng29330D/BnaA10g11990D/BnaC06g06220D/BnaC03g12430D/BnaC04g51900D/BnaA06g38600D/BnaA07g00860D"
"GO:0050832","GO:0050832","defense response to fungus",142,0.608866975257526,2.39657312143672,0.000159897665494084,0.00350254518283286,0.0025682333869501,2795,"tags=19%, list=4%, signal=18%","BnaC04g02990D/BnaA05g03390D/BnaA06g34320D/BnaC06g03390D/BnaA05g32220D/BnaC07g21510D/BnaC05g40680D/BnaC06g03460D/BnaC04g52990D/BnaA09g50780D/BnaCnng50750D/BnaC06g03430D/BnaA05g11550D/BnaA06g02920D/BnaA05g26640D/BnaC08g43580D/BnaAnng40360D/BnaA03g28780D/BnaC02g47680D/BnaC08g43600D/BnaAnng39570D/BnaC02g23420D/BnaC08g18880D/BnaCnng29700D/BnaA03g40840D/BnaA03g28770D/BnaC09g12000D"
"GO:0009145","GO:0009145","purine nucleoside triphosphate biosynthetic process",151,0.603854555195499,2.39567816902381,0.000159948816378759,0.00350254518283286,0.0025682333869501,10658,"tags=45%, list=16%, signal=38%","BnaA09g22160D/BnaA02g21890D/BnaC03g70690D/BnaA05g15290D/BnaA03g02620D/BnaC06g08900D/BnaA03g41740D/BnaA09g32770D/BnaC02g33050D/BnaA10g19900D/BnaA10g22780D/BnaA05g10580D/BnaC07g32820D/BnaA04g28190D/BnaC03g03720D/BnaC01g18310D/BnaA08g00390D/BnaAnng05990D/BnaC06g20290D/BnaA01g04740D/BnaCnng18310D/BnaC04g49950D/BnaC01g06270D/BnaC02g01030D/BnaC02g28980D/BnaA09g30340D/BnaA08g12190D/BnaA08g31320D/BnaC09g47330D/BnaC07g13460D/BnaA01g37030D/BnaC03g05880D/BnaA01g15410D/BnaC03g67290D/BnaA03g04340D/BnaC02g01040D/BnaA03g02630D/BnaC09g19920D/BnaC02g04760D/BnaAnng07210D/BnaC08g12140D/BnaC08g23600D/BnaC07g19840D/BnaA06g38290D/BnaC09g43620D/BnaA04g05550D/BnaA04g05280D/BnaC03g03730D/BnaA10g22770D/BnaA05g32320D/BnaA03g36100D/BnaA02g24900D/BnaC04g11660D/BnaC04g43510D/BnaA03g24090D/BnaC03g61230D/BnaC05g37710D/BnaC08g25530D/BnaA06g11220D/BnaA06g35640D/BnaA09g01930D/BnaA01g25280D/BnaC09g47340D/BnaC09g26080D/BnaC05g12760D/BnaCnng66500D/BnaC05g11420D/BnaAnng23750D"
"GO:0009206","GO:0009206","purine ribonucleoside triphosphate biosynthetic process",151,0.603854555195499,2.39567816902381,0.000159948816378759,0.00350254518283286,0.0025682333869501,10658,"tags=45%, list=16%, signal=38%","BnaA09g22160D/BnaA02g21890D/BnaC03g70690D/BnaA05g15290D/BnaA03g02620D/BnaC06g08900D/BnaA03g41740D/BnaA09g32770D/BnaC02g33050D/BnaA10g19900D/BnaA10g22780D/BnaA05g10580D/BnaC07g32820D/BnaA04g28190D/BnaC03g03720D/BnaC01g18310D/BnaA08g00390D/BnaAnng05990D/BnaC06g20290D/BnaA01g04740D/BnaCnng18310D/BnaC04g49950D/BnaC01g06270D/BnaC02g01030D/BnaC02g28980D/BnaA09g30340D/BnaA08g12190D/BnaA08g31320D/BnaC09g47330D/BnaC07g13460D/BnaA01g37030D/BnaC03g05880D/BnaA01g15410D/BnaC03g67290D/BnaA03g04340D/BnaC02g01040D/BnaA03g02630D/BnaC09g19920D/BnaC02g04760D/BnaAnng07210D/BnaC08g12140D/BnaC08g23600D/BnaC07g19840D/BnaA06g38290D/BnaC09g43620D/BnaA04g05550D/BnaA04g05280D/BnaC03g03730D/BnaA10g22770D/BnaA05g32320D/BnaA03g36100D/BnaA02g24900D/BnaC04g11660D/BnaC04g43510D/BnaA03g24090D/BnaC03g61230D/BnaC05g37710D/BnaC08g25530D/BnaA06g11220D/BnaA06g35640D/BnaA09g01930D/BnaA01g25280D/BnaC09g47340D/BnaC09g26080D/BnaC05g12760D/BnaCnng66500D/BnaC05g11420D/BnaAnng23750D"
"GO:0006022","GO:0006022","aminoglycan metabolic process",50,0.721114617645825,2.39414870976739,0.000173580975525082,0.00350254518283286,0.0025682333869501,3840,"tags=40%, list=6%, signal=38%","BnaC05g01140D/BnaC05g40680D/BnaA10g03880D/BnaA05g26640D/BnaA10g01020D/BnaA09g00340D/BnaC08g01540D/BnaC05g03990D/BnaA01g34980D/BnaC09g42430D/BnaC03g24360D/BnaA05g03430D/BnaUnng03570D/BnaA03g56430D/BnaA08g31740D/BnaC03g24340D/BnaC01g41020D/BnaCnng01370D/BnaA03g20340D/BnaC08g25210D"
"GO:0009620","GO:0009620","response to fungus",145,0.604450118413281,2.38718722124491,0.000159795461808885,0.00350254518283286,0.0025682333869501,2795,"tags=19%, list=4%, signal=18%","BnaC04g02990D/BnaA05g03390D/BnaA06g34320D/BnaC06g03390D/BnaA05g32220D/BnaC07g21510D/BnaC05g40680D/BnaC06g03460D/BnaC04g52990D/BnaA09g50780D/BnaCnng50750D/BnaC06g03430D/BnaA05g11550D/BnaA06g02920D/BnaA05g26640D/BnaC08g43580D/BnaAnng40360D/BnaA03g28780D/BnaC02g47680D/BnaC08g43600D/BnaAnng39570D/BnaC02g23420D/BnaC08g18880D/BnaCnng29700D/BnaA03g40840D/BnaA03g28770D/BnaC09g12000D"
