external_gene_name	ENTREZID	GO	GENENAME	GOTERM	Description_Ensembl	Uniprot_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress_SAHA	padj_PE_SAHA	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaA01g03350D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.19	0.0331312147851176	6.75736369909081	7.25684572601042	7.31360921713118	5.72456224388293	6.6622671377409	6.30315857791816	7.75023134816429	7.86845774335799	7.68901419497421	7.2445839964094	6.95037475945698
BnaA01g03370D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -2.04	0.0470074073992871	3.04479714941578	3.04479714941578	5.32335940076418	3.04479714941578	5.47373417719763	5.66837762756354	4.86140667942527	5.37443504945902	4.96482580611786	4.39311949129516	3.04479714941578
BnaA01g03440D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -4.37	0.0053456498175666	3.04479714941578	3.04479714941578	4.96077880295494	3.04479714941578	3.04479714941578	3.79828959677201	5.21046406748533	5.06872551331641	5.40491608056539	3.84172258378235	4.09871982702954
BnaA01g03470D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  2.8	0.0267391215463841	3.04479714941578	4.32304677386944	3.04479714941578	5.48718715302514	4.31975573859659	5.70151747943004	3.85355218784927	3.97050607959161	3.40885606564875	4.4931433673647	4.80070380288271
BnaA01g03560D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -4.83	0.044684573405439	3.04479714941578	3.04479714941578	4.54902082361061	3.04479714941578	3.04479714941578	3.04479714941578	4.22680547266799	4.28914700621597	4.48880102006087	4.28261033607098	3.04479714941578
BnaA01g04070D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  2.37	0.0195756489904803	3.04479714941578	4.72058515323672	3.04479714941578	5.02662801530067	5.87181445435467	6.30315857791816	3.85355218784927	4.14356104383958	4.27195242796911	4.74873904512707	5.16093810853386
BnaA01g04130D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.31	0.00616208468548343	7.96008227607318	8.14525525462434	7.59098241914125	7.6196108389862	6.75759367028528	7.38303245195525	8.67869962468575	8.73704371905673	8.5710616805748	7.55376591834934	7.84425360275108
BnaA01g04210D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -3.55	0.0188901052283176	3.04479714941578	5.08108367105262	5.09329258127287	3.04479714941578	3.04479714941578	3.9626020594795	5.53760044843097	5.60760327331398	5.2462242135604	4.66965562627704	4.80070380288271
BnaA01g04350D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  5.77	0.0328936812612073	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	4.54959144400879	3.79828959677201	3.04479714941578	3.04479714941578	3.04479714941578	3.84172258378235	3.04479714941578
BnaA01g04670D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  3.42	0.000187589514276742	5.22605591224685	5.41134419540304	3.04479714941578	6.44538650273042	5.71512875245955	6.32426705992049	3.77001888038585	4.03210666950333	3.76727529500865	5.34542336145532	5.12111940270321
BnaA01g04730D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.03	0.0469223841972855	7.88031821134097	7.76858417961243	7.9678940108968	6.95116797061105	7.16709482244537	7.12110717857994	8.20318193805345	8.22665670630504	7.95506732605129	7.73987388273015	7.36034250701436
BnaA01g04910D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  1.48	0.00730870579697232	8.05030811769046	8.44355281054509	8.35552595623366	9.54098202006374	9.70324588727912	9.55702743201143	7.06236305805949	6.6756298030263	6.74502222676117	8.14099909177203	7.90654685209373
BnaA01g04960D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -6.04	0.000401645349292568	5.05232532151566	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.58058867185319	6.33292261151637	5.85854933061802	5.80648322619344	4.95896928886949	4.4359122367819
BnaA01g05540D	NA	NA	NA	NA	BnaA01g05540D protein	A0A078HVW8	SHIKIMATE KINASE	SHIKIMATE KINASE 2, CHLOROPLASTIC	NA	NA	LFC :  1.5	0.000335484221592827	7.4538316150083	7.47486447205387	7.12300042563175	8.32853683524739	8.05381262230926	8.38400990533458	6.75459681175472	6.74524773103469	6.78032065588069	7.68652623212678	8.04387996623578
BnaA01g05580D	NA	NA	NA	NA	BnaA01g05580D protein	A0A078HW59	F-BOX/KELCH-REPEAT PROTEIN SKIP4	F-BOX DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  -1.44	0.00876142343119388	7.9523018589029	8.73807419664743	8.2058962402858	7.20166254025265	7.8780354987919	7.34256613270987	9.48591247058712	9.38116775632706	9.80655640192749	8.54700527558436	8.84007315549819
BnaA01g05690D	NA	NA	NA	NA	BnaA01g05690D protein	A0A078HVY6	SAP DNA-BINDING DOMAIN-CONTAINING PROTEIN	SAP DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  -1.02	0.0175062576545434	8.68768247147271	8.7566474758968	9.09733840970357	7.93536599542901	7.82896032643731	8.25393261178124	9.30949401479965	9.31216043115124	9.33448177777942	8.75974228674748	8.59752195087507
BnaA01g05890D	106354724	NA	NA	NA	BnaA01g05890D protein	A0A078GNX8	SELENOPROTEIN H	SELENIUM BINDING PROTEIN	selenoprotein H	LOC106354724	LFC :  2.69	0.0462924310447012	5.22605591224685	4.32304677386944	3.04479714941578	5.44324592274569	4.68001533912974	4.58694818651906	3.6744812220619	3.54562306975176	3.67208706728661	4.82290673538765	3.99147933683863
BnaA01g06130D	106382748	NA	NA	NA	BnaA01g06130D protein	A0A078GRX8	EXPRESSED PROTEIN	EXPRESSED PROTEIN-RELATED	uncharacterized BNAA01G06130D	BNAA01G06130D	LFC :  1.24	0.00816914926710031	8.3338576801857	7.90816298248353	8.10657185463203	8.76753446868036	8.84647650549205	9.00168839615808	6.99140769320621	6.68274669371184	6.97553770168642	7.49288683741691	8.21916913275366
BnaA01g06390D	NA	NA	NA	NA	BnaA01g06390D protein	NA	NA	NA	NA	NA	LFC :  -4.75	0.0195461216608372	4.69585512241442	3.04479714941578	4.33140882128733	3.04479714941578	3.04479714941578	3.58058867185319	4.11912426795634	4.66519466022274	4.11515593331477	3.84172258378235	3.52446393442785
BnaA01g06630D	106392644	NA	NA	NA	WAT1-related protein	A0A078GRU6	WAT1-RELATED PROTEIN	WAT1-RELATED PROTEIN	WAT1-related protein At4g30420	LOC106392644	LFC :  1.61	0.0464690867647744	5.47259258417731	5.310196354519	5.56410638323096	7.09569958381757	6.85926472300625	6.7700258102515	4.91758469502937	4.41624494445414	5.08964358819451	5.75445608747569	5.72700047117415
BnaA01g06720D	NA	NA	NA	NA	BnaA01g06720D protein	A0A078GSQ6	F-BOX/KELCH-REPEAT PROTEIN SKIP4	F-BOX DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  -5.37	0.00348063944151954	3.04479714941578	3.04479714941578	5.37509545330769	3.04479714941578	3.04479714941578	3.58058867185319	4.83232519040764	5.04553625916517	4.66966649109959	4.28261033607098	3.72009537967074
BnaA01g06740D	106394469	GO:0042546	probable xyloglucan endotransglucosylase/hydrolase protein 18	cell wall biogenesis	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106394469	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06740D	106394469	GO:0071555	probable xyloglucan endotransglucosylase/hydrolase protein 18	cell wall organization	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106394469	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06740D	106392232	GO:0071555	probable xyloglucan endotransglucosylase/hydrolase protein 18	cell wall organization	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106392232	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06740D	106392232	GO:0010411	probable xyloglucan endotransglucosylase/hydrolase protein 18	xyloglucan metabolic process	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106392232	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06740D	106394469	GO:0010411	probable xyloglucan endotransglucosylase/hydrolase protein 18	xyloglucan metabolic process	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106394469	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06740D	106392232	GO:0042546	probable xyloglucan endotransglucosylase/hydrolase protein 18	cell wall biogenesis	Xyloglucan endotransglucosylase/hydrolase	A0A078GNR7	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 19-RELATED	probable xyloglucan endotransglucosylase/hydrolase protein 18	LOC106392232	LFC :  2.93	0.0259898043967311	4.69585512241442	3.63128359317957	4.64363289655905	4.67379016929921	5.40600248933863	4.41809076006432	3.92850955277269	3.74960391636016	3.40885606564875	5.02180883357318	4.94816225677116
BnaA01g06750D	106391591	GO:0071555	xyloglucan endotransglucosylase/hydrolase protein 24-like	cell wall organization	Xyloglucan endotransglucosylase/hydrolase	A0A078GSK1	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 24	xyloglucan endotransglucosylase/hydrolase protein 24-like	LOC106391591	LFC :  1.9	0.0103031765121609	6.6454097530394	5.79108017597354	7.62217170313081	7.09569958381757	7.43683503511404	8.01778115959747	5.37443768213122	4.49322749143328	4.36414087505799	6.3492339157087	5.70105594197825
BnaA01g06750D	106391591	GO:0010411	xyloglucan endotransglucosylase/hydrolase protein 24-like	xyloglucan metabolic process	Xyloglucan endotransglucosylase/hydrolase	A0A078GSK1	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 24	xyloglucan endotransglucosylase/hydrolase protein 24-like	LOC106391591	LFC :  1.9	0.0103031765121609	6.6454097530394	5.79108017597354	7.62217170313081	7.09569958381757	7.43683503511404	8.01778115959747	5.37443768213122	4.49322749143328	4.36414087505799	6.3492339157087	5.70105594197825
BnaA01g06750D	106391591	GO:0042546	xyloglucan endotransglucosylase/hydrolase protein 24-like	cell wall biogenesis	Xyloglucan endotransglucosylase/hydrolase	A0A078GSK1	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 8-RELATED	XYLOGLUCAN ENDOTRANSGLUCOSYLASE/HYDROLASE PROTEIN 24	xyloglucan endotransglucosylase/hydrolase protein 24-like	LOC106391591	LFC :  1.9	0.0103031765121609	6.6454097530394	5.79108017597354	7.62217170313081	7.09569958381757	7.43683503511404	8.01778115959747	5.37443768213122	4.49322749143328	4.36414087505799	6.3492339157087	5.70105594197825
BnaA01g07050D	106389247	NA	NA	NA	BnaA01g07050D protein	A0A078I1S1	CYSTATIN/MONELLIN SUPERFAMILY PROTEIN	BNACNNG73910D PROTEIN	UPF0725 protein At4g29550	LOC106389247	LFC :  -1.3	0.0209977444906616	7.33902748486653	6.96798295569801	7.22146977554265	6.75591234369066	6.89559922297619	6.55569115929828	8.15814529286918	8.32716258702462	8.35050866521978	7.36279466678089	7.3275555786076
BnaA01g07310D	NA	NA	NA	NA	BnaA01g07310D protein	A0A078I357	CYSTATIN/MONELLIN SUPERFAMILY PROTEIN	BNAA01G07310D PROTEIN	NA	NA	LFC :  -1.16	0.0246331953385305	7.13379011006927	8.14525525462434	7.31360921713118	6.28475563575213	6.61937505688257	6.02156797264957	8.02576281729836	8.12381821478738	8.29574058786533	7.46145178066236	7.9285467144917
BnaA01g07540D	NA	NA	NA	NA	Derlin	A0A078IF32	DER1-LIKE PROTEIN, DERLIN	DERLIN	NA	NA	LFC :  -1.24	0.01130864357967	8.73829333595562	8.83301857726104	8.96189674440387	8.59408570535054	8.5156389233746	8.20969870734895	9.54674817260152	9.44182262577192	9.54197620888251	8.47024565950372	8.62133787342757
BnaA01g08010D	NA	NA	NA	NA	BnaA01g08010D protein	A0A078H9V3	E3 UBIQUITIN-PROTEIN LIGASE ATL42	BNAA01G08010D PROTEIN	NA	NA	LFC :  5.09	0.0249612246459586	4.92181401696504	4.80164422160148	3.04479714941578	3.84390571841395	5.21986843812879	4.50574110114567	3.04479714941578	3.39981898719491	3.04479714941578	3.61184319933665	4.09871982702954
BnaA01g08050D	NA	NA	NA	NA	BnaA01g08050D protein	A0A078HBS7	UNCHARACTERIZED	RRNA N6-ADENOSINE-METHYLTRANSFERASE METTL5	NA	NA	LFC :  -2.21	0.030414048187177	3.04479714941578	4.63356845110247	5.47291579616784	3.04479714941578	4.47827035429759	5.03796131867148	6.2123675731964	6.18639988341648	6.19293218162927	4.95896928886949	4.85184798852204
BnaA01g08450D	106400051	NA	NA	NA	BnaA01g08450D protein	A0A078HBP7	OS05G0244600 PROTEIN	BNAC01G10000D PROTEIN	uncharacterized protein At4g28440	BNAA01G08450D	LFC :  -1.72	0.00048381484078538	8.70629265563416	8.83738745541305	8.7098236817177	6.42352595440059	7.51655131420942	7.48877067211568	9.0473207686911	9.25518582907176	9.34858167683775	8.54201321757224	8.10792741921918
BnaA01g08490D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.9	3.08427681267351e-05	8.97538972346598	8.50527343302783	9.06370700228016	6.77324333066458	7.31723121902965	7.62146035294917	8.83156353791916	8.82278238573504	8.9650751380726	8.01690304713887	7.62593682067273
BnaA01g08540D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  1.09	0.0259641967293206	8.3278594545749	8.92209496023893	8.93734491542397	9.06562295409818	8.64521819857139	8.95223106277463	7.98991811606282	7.89308242568846	7.88255099162527	9.1092950309907	8.89133795980714
BnaA01g08860D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  2.32	0.00726609333878177	4.51695781958276	5.310196354519	5.32335940076418	6.68440126013221	6.70390466354966	6.99606280617921	3.99693432742068	4.1945736584361	4.48880102006087	5.34542336145532	5.30906151160322
BnaA01g09000D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -6.67	0.000162555851948004	3.04479714941578	4.32304677386944	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	6.52193048711584	7.09326218826518	6.3238372964595	4.4931433673647	5.23709135901076
BnaA01g09340D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -5.54	0.00185133703726197	3.04479714941578	4.80164422160148	4.73109565872812	3.04479714941578	3.04479714941578	3.58058867185319	5.16605853627697	5.26056171386504	5.28771648870962	3.84172258378235	4.50544428117223
BnaA01g09530D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  1.73	0.00869856138921516	6.92639611867581	6.60558530976901	7.1083643084364	7.77332754071865	7.7388326016242	7.60446035581989	6.32326057981634	5.37443504945902	5.36698586956566	7.16867946158428	7.07430526928759
BnaA01g09780D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  3.9	1.46772033814254e-05	3.04479714941578	3.04479714941578	5.87795192863371	5.52974127156247	7.30829429683089	5.73387563557048	3.85355218784927	3.90386714924968	3.76727529500865	5.68190105175893	5.19957053542378
BnaA01g10100D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.03	0.0109228532680979	9.50275545544396	9.71982267300153	9.65668531551734	8.67885108149271	8.80270753335656	9.19833112955128	10.1937853116927	10.1207236942307	10.2443957056112	9.64899899474401	9.35001320668039
BnaA01g10200D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -3.58	0.00752984932256467	5.95964188421188	5.63519892633828	5.5192797046479	3.04479714941578	3.04479714941578	4.09894218579496	5.57132686553293	5.49605133491286	5.44179997399424	5.29674830552282	4.80070380288271
BnaA01g10230D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  1.14	0.0369222121755945	7.83024774754865	8.46630368837728	8.49668191367327	9.14720684322997	8.44009091142175	8.88001077529528	7.23600244599106	7.49477877818175	7.07537275420135	8.26133447184676	8.2630984996489
BnaA01g10280D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.18	0.0102025286887766	8.66407670616135	9.60411184891265	9.47248070789559	8.50402219275647	8.71434830049551	9.02738802103874	10.1865530230616	10.4040471628559	10.054621477454	9.52802727896816	9.14236624459601
BnaA01g10330D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  5.74	0.041649108938563	3.04479714941578	4.72058515323672	3.04479714941578	3.04479714941578	5.29749270912109	3.58058867185319	3.04479714941578	3.04479714941578	3.04479714941578	3.84172258378235	3.04479714941578
BnaA01g10370D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.07	0.0290720740770159	8.00590187599795	7.13400545787939	8.02342222621965	6.84053574507767	6.84694488343759	6.30315857791816	7.54719744996622	7.71460257271349	7.53286149297059	7.37409734463907	6.81467424209458
BnaA01g10620D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -2.91	0.0437838312355071	3.04479714941578	3.04479714941578	5.02876453059171	3.04479714941578	3.04479714941578	4.73390548142239	5.86947081377087	5.13587669589242	5.13634378998602	4.15835430811467	4.1944909063026
BnaA01g10830D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.34	0.0448048865036995	6.2442919332618	6.28261520141537	6.70288778197872	6.07552709098972	5.47373417719763	5.66837762756354	6.96695184273476	7.01668567490533	7.23109777883839	6.52284270540538	6.18286219381419
BnaA01g10910D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  7.07	0.00020119609015441	3.04479714941578	3.04479714941578	3.04479714941578	4.28588796029854	4.90428228517263	5.09081496952679	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.99147933683863
BnaA01g11200D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.7	0.018519075492642	4.51695781958276	6.35829327867219	6.60168378844408	5.02662801530067	5.84690325120314	5.09081496952679	6.52193048711584	6.41822667888832	6.23452102628845	5.52410489822802	5.41017554011547
BnaA01g11350D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.36	0.00945519950544369	8.16916280675243	8.05053572609184	8.09180650051212	5.89514537497588	5.96721614532908	5.91353814228593	7.71405331202245	7.99895960888575	7.80959179788698	7.86518079091104	7.48447941879998
BnaA01g11680D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.63	0.0179212380680345	6.66469054846778	5.79108017597354	5.37509545330769	5.79534310209058	4.54959144400879	5.09081496952679	6.37092337127836	6.52526193021134	6.64126559026469	6.09709406441287	5.19957053542378
BnaA01g11970D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -2.94	0.00726267878295408	4.77595963460546	4.19514654632984	5.60749994352812	3.84390571841395	3.54008531899018	4.41809076006432	5.44940971610806	5.72482157618525	5.44179997399424	4.58482290087834	4.4359122367819
BnaA01g12060D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.62	0.0105272719183509	7.06312055092177	7.52998067191598	7.4818407337592	6.66594821234165	5.09402043261368	5.56384342149705	8.41840605058935	7.65463483974072	7.76467390993366	7.75722560884514	6.92863416394687
BnaA01g12160D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  -1.27	0.0323844957949741	7.5498513109221	7.96521495769449	6.66326535032225	6.44538650273042	7.62840107294645	7.22501376415579	8.40486480436117	8.28128627108602	8.61061319305564	7.71344739172734	7.40816015573243
BnaA01g12400D	NA	NA	NA	NA		NA	NA	NA	NA	NA	LFC :  2.78	0.00301531800648969	5.27916869341843	5.96403028767102	3.04479714941578	5.57099808092287	6.95417622032517	7.33226874839329	3.77001888038585	3.97050607959161	3.67208706728661	4.66965562627704	4.6913979205875
BnaA01g12460D	NA	NA	NA	NA	BnaA01g12460D protein	A0A078HX02	BNAC05G50380D PROTEIN	BNAA01G12460D PROTEIN	NA	NA	LFC :  4.28	0.0430644531489097	4.30339488081255	3.04479714941578	3.04479714941578	5.1987678547941	3.04479714941578	4.80104899505757	3.04479714941578	3.04479714941578	3.67208706728661	4.74873904512707	4.57086062586785
BnaA01g12490D	NA	NA	NA	NA	BnaA01g12490D protein	A0A078HRQ1	ACT DOMAIN-CONTAINING PROTEIN ACR4-RELATED	ACT DOMAIN-CONTAINING PROTEIN ACR7	NA	NA	LFC :  2.56	0.0159020802724233	4.69585512241442	4.80164422160148	4.8888915028344	4.16133519492918	5.99007861823052	5.96859974646151	4.53265543310301	4.08957183938526	4.17034638632896	5.82337792597774	5.64764580738349
BnaA01g12910D	NA	NA	NA	NA	BnaA01g12910D protein	A0A078HWV2	RECEPTOR-LIKE SERINE/THREONINE-PROTEIN KINASE SD1-8	BNAC01G14610D PROTEIN	NA	NA	LFC :  -4.86	0.0449052022678159	3.04479714941578	4.63356845110247	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.92850955277269	3.97050607959161	4.222478628149	3.61184319933665	3.52446393442785
