external_gene_name	ENTREZID	GO	ONTOLOGY	GENENAME	GOTERM	Description_Ensembl	UniprotAcc	gene_name	persistent_id	name_PC	id_PC	Uniprot_ID	PANTHER_SF_ID	PANTHER_Family_name	PANTHER_SF_name	Description_NCBI	ALIAS	lfc_HeatStress	padj_HeatStress	Crep1	Crep2	Crep3	Trep1	Trep2	Trep3	VMrep1	VMrep2	VMrep3	PErep1	PErep2
BnaA01g01370D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  2.89	0.00908443429204625	4.92181401696504	5.310196354519	5.42489810117696	3.04479714941578	3.04479714941578	3.79828959677201	4.17450032599108	3.90386714924968	3.40885606564875	4.82290673538765	5.16093810853386
BnaA01g01570D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -3.57	9.66438567860382e-05	3.04479714941578	4.04733681586305	4.64363289655905	3.04479714941578	3.04479714941578	5.23749873693364	6.92946558404496	6.83094913863439	7.40349497809354	4.89280995300096	4.6913979205875
BnaA01g01850D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  6.48	0.000128546265665959	4.92181401696504	5.2006669710922	4.8888915028344	3.04479714941578	3.04479714941578	4.09894218579496	3.04479714941578	3.39981898719491	3.04479714941578	4.95896928886949	5.27356798700121
BnaA01g01890D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  8.84	3.62477030788037e-09	5.75599801327528	4.72058515323672	4.8888915028344	3.04479714941578	3.04479714941578	3.9626020594795	3.04479714941578	3.04479714941578	3.04479714941578	4.95896928886949	4.36157273551113
BnaA01g02000D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -4.04	0.00739085150865229	3.04479714941578	3.04479714941578	3.04479714941578	4.49690024480517	3.04479714941578	4.09894218579496	6.00961452095548	6.23591382257998	4.99079312134603	4.01490366466994	4.36157273551113
BnaA01g02080D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -2.46	0.0467064995034827	4.98875899923614	3.04479714941578	3.04479714941578	6.90479886432666	7.03235100283787	6.99606280617921	5.21046406748533	4.52978059037498	4.99079312134603	4.15835430811467	4.50544428117223
BnaA01g02090D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.27	0.0268920604652665	7.9287050583796	8.2669009922359	8.03118284826608	9.03736934260065	8.77385202416935	8.93536098888797	8.23414546671037	8.04087570295395	7.92712484080692	7.40748108035725	6.84982696172749
BnaA01g02370D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.76	0.0139614313982497	5.05232532151566	4.32304677386944	5.56410638323096	6.46691492915926	5.44029557839798	5.5271335276181	6.57160815466345	6.70388645508235	6.44363078693701	5.43773704529307	5.59206287116604
BnaA01g02470D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.21	0.0257309368527697	7.69687258002402	7.98899018640268	8.12843985760388	8.31682571550251	8.09070029960033	8.40867330747214	8.74287969525868	9.01716721720477	9.14551170725531	7.9046368142575	8.1830348375412
BnaA01g02500D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  1.22	0.0323535865308371	8.78281047010228	8.44927429096224	8.09920810135365	7.73860899324171	8.28962129775017	8.00489277013692	7.62332181433939	7.6328581599391	7.74345988013708	8.89115576913886	8.53441050992952
BnaA01g03010D	NA	NA	NA	NA	NA	Glycosyltransferase	A0A068F647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -3.5	0.0104819175862792	4.41551891949943	3.04479714941578	3.04479714941578	5.48718715302514	3.04479714941578	4.09894218579496	5.04787662281458	4.99784886084278	4.56464430850848	4.01490366466994	3.52446393442785
BnaA01g03180D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -4.06	0.0148083403580611	3.04479714941578	3.04479714941578	3.04479714941578	6.28475563575213	5.82153561714461	4.80104899505757	4.22680547266799	4.14356104383958	4.17034638632896	3.04479714941578	3.72009537967074
BnaA01g03450D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -3.03	0.00369841898006181	3.04479714941578	4.19514654632984	5.02876453059171	3.04479714941578	3.04479714941578	5.23749873693364	6.00961452095548	6.27430858481641	6.07177698380207	3.84172258378235	4.57086062586785
BnaA01g03610D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  1.32	0.00837595802279736	9.45679676144439	9.63454896048254	9.35691563200379	8.73271300693451	8.98719113304149	8.84791637623097	8.74646223337194	8.62216084118474	8.43226018523401	9.81332884222194	9.99560518747563
BnaA01g03750D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  8.45	4.15214318486899e-08	4.51695781958276	5.01684056013849	5.32335940076418	5.02662801530067	3.04479714941578	4.41809076006432	3.04479714941578	3.04479714941578	3.04479714941578	4.95896928886949	4.09871982702954
BnaA01g03760D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  5.03	0.0246724712267063	5.60132953050122	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	4.21723010930665	3.41026001838346	3.39981898719491	3.04479714941578	5.08167960272366	3.72009537967074
BnaA01g03820D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  6.96	0.0421222579190743	3.04479714941578	3.04479714941578	4.33140882128733	3.04479714941578	4.797346481965	4.32259090777769	3.04479714941578	3.04479714941578	3.04479714941578	4.66965562627704	3.86821440066085
BnaA01g03830D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  2.59	0.0182179592500995	5.92771030093665	4.43668789675166	5.32335940076418	3.04479714941578	3.04479714941578	4.32259090777769	4.11912426795634	3.90386714924968	3.85050766058481	4.89280995300096	5.08003132771963
BnaA01g03870D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  3.08	0.0207444595019318	5.95964188421188	4.32304677386944	5.56410638323096	3.04479714941578	3.04479714941578	4.92513990118195	3.85355218784927	3.39981898719491	3.40885606564875	4.15835430811467	4.63270133837249
BnaA01g04010D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.62	0.0155402765509742	6.2698244657658	5.89741442911866	5.47291579616784	6.44538650273042	6.87147919757474	6.53778476578516	7.16797833929624	6.94171185423845	7.58549468043227	6.41685491472413	6.14532098647182
BnaA01g04180D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -4.65	0.00639625984132492	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	5.71512875245955	4.32259090777769	4.27644113041231	4.08957183938526	4.63571211569232	3.04479714941578	3.72009537967074
BnaA01g04200D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  1.48	0.00325985499541128	12.2201197119233	11.6956152678545	12.0236126249828	11.1816679514955	11.0326133318836	11.1511773890323	9.90183656825165	10.0048996951428	9.84601672808874	11.4863779617697	10.9134087401295
BnaA01g04330D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -3.61	0.0134779433353806	3.04479714941578	3.63128359317957	3.04479714941578	3.04479714941578	4.40197323577749	3.79828959677201	5.89602469662094	5.73879343988836	5.76407549037305	4.39311949129516	4.1944909063026
BnaA01g04500D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -4.05	1.16756388050069e-07	5.17069618060585	4.63356845110247	3.04479714941578	3.04479714941578	5.04918411502052	3.04479714941578	9.82769762712723	9.39630344581874	9.3555802684327	5.34542336145532	6.2550660105709
BnaA01g04770D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  1.02	0.0498822893055212	10.0053988874285	9.60411184891265	9.7441989561677	8.9975939651801	8.78995411037749	9.10184795490588	8.44731605218558	8.63862436722074	8.49066723622019	9.55304693146318	9.22904440602528
BnaA01g04870D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.9	0.00238624528139193	5.60132953050122	6.47606577363892	5.97941013098284	7.80722790903699	7.49309743561512	7.05994974343884	5.94765635289829	6.29312088191123	6.00099174612113	5.02180883357318	5.19957053542378
BnaA01g04880D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.18	0.032990617180513	6.77519664585134	7.41754887061815	6.64303284200097	7.74736750370459	7.94864644885527	7.78878536925379	7.68817609125609	7.84655998863386	7.54517982591973	6.86600196217223	7.02396524593602
BnaA01g05000D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  1.6	0.0235735807679074	7.6398552635498	6.58480222214716	6.42308686411961	5.35079009315009	5.65866838420844	5.41060452239253	5.60423610067695	5.63786320761858	5.93913185976954	6.98897192547343	7.04431417261311
BnaA01g05090D	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  -1.54	0.0146343908669449	5.64166618319448	6.78012307729623	6.88599522820929	5.89514537497588	7.29025170995551	7.35279016334669	7.31552382365309	7.30112620162494	7.60915175575937	6.39467173421815	6.46707576764277
BnaA01g05270D	NA	NA	NA	NA	NA	Endoglucanase	A0A078HTT2	NA	NA	NA	NA	A0A078HTT2	PTHR22298:SF129	ENDO-1,4-BETA-GLUCANASE	ENDOGLUCANASE 24	NA	NA	LFC :  -1.63	0.028481407339659	5.22605591224685	5.14225720375105	4.33140882128733	4.89738911234713	5.65866838420844	4.9828145006075	7.26132967240328	6.84368885002912	6.78727671132873	5.85659106404774	5.94085623273948
BnaA01g05460D	NA	NA	NA	NA	NA	BnaA01g05460D protein	A0A078HX69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  7.83	0.0313281871331297	3.04479714941578	4.5394543368795	3.04479714941578	3.04479714941578	3.04479714941578	4.66274222845158	3.04479714941578	3.04479714941578	3.04479714941578	4.01490366466994	5.03758098694227
BnaA01g05550D	NA	NA	NA	NA	NA	BnaA01g05550D protein	A0A078HZ35	NA	NA	NA	NA	A0A078HZ35	PTHR24414:SF148	F-BOX/KELCH-REPEAT PROTEIN SKIP4	F-BOX DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  -1.26	0.0463492123887465	6.31954338501063	7.16222744558995	6.46988752006835	8.01002089790569	7.53962849168729	7.6382616727542	6.81071896372781	6.91179570887593	6.80794368378465	5.85659106404774	6.21942698177613
BnaA01g05670D	106362305	GO:0009436	BP	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	glyoxylate catabolic process	BnaA01g05670D protein	A0A078HTY5	NA	NA	NA	NA	A0A078HTY5	PTHR45688:SF14	FAMILY NOT NAMED	BNAC01G00550D PROTEIN	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	LOC106362305	LFC :  -1.1	0.0421696130944221	8.74280742095031	8.72398549698326	8.26631101170012	9.23689782666205	9.2703083167728	8.99193170797912	9.70052946586461	9.75947010478748	9.81334974626852	8.70273432872965	8.95697328354193
BnaA01g05670D	106362305	GO:0019481	BP	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	L-alanine catabolic process, by transamination	BnaA01g05670D protein	A0A078HTY5	NA	NA	NA	NA	A0A078HTY5	PTHR45688:SF14	FAMILY NOT NAMED	BNAC01G00550D PROTEIN	alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial	LOC106362305	LFC :  -1.1	0.0421696130944221	8.74280742095031	8.72398549698326	8.26631101170012	9.23689782666205	9.2703083167728	8.99193170797912	9.70052946586461	9.75947010478748	9.81334974626852	8.70273432872965	8.95697328354193
BnaA01g05910D	NA	NA	NA	NA	NA	BnaA01g05910D protein	A0A078GUC6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	LFC :  9.98	3.44776777364093e-13	6.16479302443377	6.08841319194678	5.47291579616784	3.04479714941578	3.04479714941578	4.21723010930665	3.04479714941578	3.04479714941578	3.04479714941578	5.4816128486022	5.41017554011547
BnaA01g05970D	NA	NA	NA	NA	NA	BnaA01g05970D protein	A0A078GSW9	NA	NA	NA	NA	A0A078GSW9	PTHR48007:SF66	LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE PXC1	BNAA01G05970D PROTEIN	NA	NA	LFC :  2.87	0.0320348498343934	4.98875899923614	5.36173097321736	5.15473031937749	3.04479714941578	5.62954001756049	4.09894218579496	3.77001888038585	3.04479714941578	3.67208706728661	4.4931433673647	4.63270133837249
BnaA01g06010D	106383936	GO:0006422	BP	aspartate--tRNA ligase 2, cytoplasmic-like	aspartyl-tRNA aminoacylation	BnaA01g06010D protein	A0A078GUB6	NA	NA	NA	NA	A0A078GUB6	PTHR43450:SF1	ASPARTYL-TRNA SYNTHETASE	ASPARTATE--TRNA LIGASE, CYTOPLASMIC	aspartate--tRNA ligase 2, cytoplasmic-like	LOC106383936	LFC :  -1.11	0.045517115340871	8.96383681837439	9.44720232125713	9.17988268795331	9.60253227266583	9.21414470595877	9.12880818140304	10.3567128471614	10.3417547746828	10.6069584390103	9.71699348852883	9.60156231763848
BnaA01g06010D	106354716	GO:0006422	BP	aspartate--tRNA ligase 2, cytoplasmic-like	aspartyl-tRNA aminoacylation	BnaA01g06010D protein	A0A078GUB6	NA	NA	NA	NA	A0A078GUB6	PTHR43450:SF1	ASPARTYL-TRNA SYNTHETASE	ASPARTATE--TRNA LIGASE, CYTOPLASMIC	aspartate--tRNA ligase 2, cytoplasmic-like	LOC106354716	LFC :  -1.11	0.045517115340871	8.96383681837439	9.44720232125713	9.17988268795331	9.60253227266583	9.21414470595877	9.12880818140304	10.3567128471614	10.3417547746828	10.6069584390103	9.71699348852883	9.60156231763848
BnaA01g06020D	NA	NA	NA	NA	NA	BnaA01g06020D protein	A0A078GSW5	NA	NA	NA	NA	A0A078GSW5	PTHR23257:SF817	SERINE-THREONINE PROTEIN KINASE	PROTEIN KINASE DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  -1.19	0.0428525169378471	7.46482293214555	6.74314259629771	7.24840477946069	8.02449831540963	7.2719793284531	7.35279016334669	7.29114359124216	7.01668567490533	7.12553668724282	6.41685491472413	6.40515992223371
BnaA01g06380D	NA	NA	NA	NA	NA	BnaA01g06380D protein	A0A078GRW2	NA	NA	NA	NA	A0A078GRW2	PTHR23253:SF69	EUKARYOTIC TRANSLATION INITIATION FACTOR 4 GAMMA	MI DOMAIN-CONTAINING PROTEIN	NA	NA	LFC :  3.58	0.000834727976497107	5.64166618319448	4.19514654632984	6.16256763510905	3.61341577634374	3.54008531899018	3.58058867185319	3.99693432742068	4.24299884011279	4.27195242796911	6.88196439041386	4.09871982702954
BnaA01g06480D	106393811	NA	NA	NA	NA	BnaA01g06480D protein	A0A078GRV6	NA	NA	NA	NA	A0A078GRV6	PTHR21659:SF83	HYDROPHOBIC PROTEIN RCI2  LOW TEMPERATURE AND SALT RESPONSIVE PROTEIN LTI6 -RELATED	BNAA01G06480D PROTEIN	UPF0057 membrane protein At4g30660	LOC106393811	LFC :  -2.41	0.0409591163403752	4.17726116610648	3.04479714941578	4.64363289655905	3.04479714941578	4.85198124797079	3.79828959677201	5.25340931454813	5.52887120594939	5.38608572768833	4.15835430811467	4.1944909063026
BnaA01g06530D	106393293	GO:0006614	BP	signal recognition particle receptor subunit alpha	SRP-dependent cotranslational protein targeting to membrane	BnaA01g06530D protein	A0A078GRV3	NA	NA	NA	NA	A0A078GRV3	PTHR43134:SF10	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	SRP54 DOMAIN-CONTAINING PROTEIN	signal recognition particle receptor subunit alpha	LOC106393293	LFC :  1.11	0.0277236120239826	11.3375054267485	11.4603259923912	11.5587805837026	11.1415942274942	10.8280066769306	10.9263823120647	10.2236426103047	10.1291600836791	10.2247843507147	11.3068219524858	11.3416667455152
BnaA01g06530D	106393293	GO:0045047	BP	signal recognition particle receptor subunit alpha	protein targeting to ER	BnaA01g06530D protein	A0A078GRV3	NA	NA	NA	NA	A0A078GRV3	PTHR43134:SF10	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	SRP54 DOMAIN-CONTAINING PROTEIN	signal recognition particle receptor subunit alpha	LOC106393293	LFC :  1.11	0.0277236120239826	11.3375054267485	11.4603259923912	11.5587805837026	11.1415942274942	10.8280066769306	10.9263823120647	10.2236426103047	10.1291600836791	10.2247843507147	11.3068219524858	11.3416667455152
BnaA01g06530D	106393293	GO:0006605	BP	signal recognition particle receptor subunit alpha	protein targeting	BnaA01g06530D protein	A0A078GRV3	NA	NA	NA	NA	A0A078GRV3	PTHR43134:SF10	SIGNAL RECOGNITION PARTICLE RECEPTOR SUBUNIT ALPHA	SRP54 DOMAIN-CONTAINING PROTEIN	signal recognition particle receptor subunit alpha	LOC106393293	LFC :  1.11	0.0277236120239826	11.3375054267485	11.4603259923912	11.5587805837026	11.1415942274942	10.8280066769306	10.9263823120647	10.2236426103047	10.1291600836791	10.2247843507147	11.3068219524858	11.3416667455152
BnaA01g06640D	NA	NA	NA	NA	NA	BnaA01g06640D protein	A0A078GNS6	NA	NA	NA	NA	A0A078GNS6	PTHR33124:SF5	TRANSCRIPTION FACTOR IBH1-LIKE 1	TRANSCRIPTION FACTOR IBH1-LIKE 1	NA	NA	LFC :  5.46	2.33557506065341e-05	5.64166618319448	4.72058515323672	6.2186649598178	3.04479714941578	3.04479714941578	3.79828959677201	3.77001888038585	3.04479714941578	3.04479714941578	5.43773704529307	4.99366397253993
BnaA01g06760D	106391738	GO:0006888	BP	protein YIP4b-like	endoplasmic reticulum to Golgi vesicle-mediated transport	Protein YIPF	A0A078GU44	NA	NA	NA	NA	A0A078GU44	PTHR21236:SF1	GOLGI MEMBRANE PROTEIN YIP1	PROTEIN YIPF6	protein YIP4b-like	LOC106391738	LFC :  1.27	0.0197662175153861	8.86792170954592	9.13224431136187	8.92074165440535	8.01002089790569	8.17653733906663	8.58347669207001	7.82336681378275	7.60702799531303	7.68531013661652	8.92988175706694	9.00172109551649
BnaA01g06930D	106372207	GO:0006508	BP	aspartyl protease UND	proteolysis	BnaA01g06930D protein	A0A078I193	NA	NA	NA	NA	A0A078I193	PTHR47967:SF13	OS07G0603500 PROTEIN-RELATED	ASPARTYL PROTEASE UND-RELATED	aspartyl protease UND	LOC106372207	LFC :  6.98	0.0374075241774077	3.04479714941578	4.43668789675166	3.04479714941578	5.14390230740353	3.04479714941578	3.79828959677201	3.04479714941578	3.04479714941578	3.04479714941578	4.4931433673647	4.28151411933627
BnaA01g07210D	106372105	GO:0006338	BP	WD-40 repeat-containing protein MSI5	chromatin remodeling	BnaA01g07210D protein	A0A078I374	NA	NA	NA	NA	A0A078I374	PTHR22850:SF204	WD40 REPEAT FAMILY	WD-40 REPEAT-CONTAINING PROTEIN MSI5	WD-40 repeat-containing protein MSI5	LOC106372105	LFC :  1.91	0.00095870466591513	9.1177164673792	9.25160862115331	9.2075209511651	6.04703615122794	6.14042845595419	6.67509234971387	6.63525424048185	6.46035569628395	6.88774348804663	8.41670282044483	7.78518376189571
BnaA01g07210D	106372105	GO:0006355	BP	WD-40 repeat-containing protein MSI5	regulation of DNA-templated transcription	BnaA01g07210D protein	A0A078I374	NA	NA	NA	NA	A0A078I374	PTHR22850:SF204	WD40 REPEAT FAMILY	WD-40 REPEAT-CONTAINING PROTEIN MSI5	WD-40 repeat-containing protein MSI5	LOC106372105	LFC :  1.91	0.00095870466591513	9.1177164673792	9.25160862115331	9.2075209511651	6.04703615122794	6.14042845595419	6.67509234971387	6.63525424048185	6.46035569628395	6.88774348804663	8.41670282044483	7.78518376189571
BnaA01g07220D	NA	NA	NA	NA	NA	BnaA01g07220D protein	A0A078I0C3	NA	NA	NA	NA	A0A078I0C3	PTHR10742:SF405	FLAVIN MONOAMINE OXIDASE	PEROXISOMAL N(1)-ACETYL-SPERMINE/SPERMIDINE OXIDASE	NA	NA	LFC :  -2.03	0.00407867151656835	4.69585512241442	5.93112115045227	4.64363289655905	6.77324333066458	5.71512875245955	6.32426705992049	6.74021429709772	6.83094913863439	6.38038940962	5.29674830552282	5.62013751388939
BnaA01g07440D	NA	NA	NA	NA	NA	BnaA01g07440D protein	A0A078HYA7	NA	NA	NA	NA	A0A078HYA7	PTHR31215:SF23	OS05G0510400 PROTEIN-RELATED	OS01G0193500 PROTEIN	NA	NA	LFC :  1.44	0.0122743236104855	7.93661371698716	7.55144849544798	7.84116142285775	6.73836812442548	7.0431781781242	6.84457832141403	6.22281716082617	6.48504485231483	6.30447214915647	7.63112305710471	7.31087687953853
BnaA01g07860D	106398620	GO:0043161	BP	26S proteasome regulatory subunit 4 homolog A	proteasome-mediated ubiquitin-dependent protein catabolic process	BnaA01g07860D protein	A0A078H9W4	NA	NA	NA	NA	A0A078H9W4	PTHR23073:SF111	26S PROTEASOME REGULATORY SUBUNIT	AAA DOMAIN-CONTAINING PROTEIN	26S proteasome regulatory subunit 4 homolog A	LOC106398620	LFC :  -1.19	0.0315352044995404	9.50806733055911	9.27111462264255	9.0674827943567	9.22755058297187	9.88208771460632	9.7313106689211	10.400559972037	10.2115278639866	10.5738378798122	9.6582522637033	9.57394131513218
BnaA01g07950D	NA	NA	NA	NA	NA	BnaA01g07950D protein	A0A078HBU8	NA	NA	NA	NA	A0A078HBU8	PTHR24072:SF127	RHO FAMILY GTPASE	RAC-LIKE GTP-BINDING PROTEIN ARAC7	NA	NA	LFC :  -4.07	0.0253816389834081	4.51695781958276	3.04479714941578	3.04479714941578	3.04479714941578	4.797346481965	4.21723010930665	4.22680547266799	3.90386714924968	4.17034638632896	3.61184319933665	3.04479714941578
BnaA01g07960D	NA	NA	NA	NA	NA	DNA topoisomerase 2	A0A078H9V7	NA	NA	NA	NA	A0A078H9V7	PTHR10169:SF38	DNA TOPOISOMERASE/GYRASE	DNA TOPOISOMERASE 2	NA	NA	LFC :  1.45	0.00645228050867992	11.9058888388087	11.7135452883535	11.8210613211461	10.12292994008	10.4312281138696	10.200896224668	10.6316265876637	10.4856573771124	10.7179143679456	12.1415208744627	11.4419913385822
BnaA01g07980D	NA	NA	NA	NA	NA	BnaA01g07980D protein	A0A078HEK2	NA	NA	NA	NA	A0A078HEK2	PTHR31413:SF12	AFP HOMOLOG 2	AFP HOMOLOG 2	NA	NA	LFC :  -2.14	0.0207904990850794	3.04479714941578	5.67586105256689	5.02876453059171	5.30203760858019	6.48234047641546	5.66837762756354	7.15722054113613	6.91179570887593	6.88774348804663	5.60528709265009	5.82614864839722
BnaA01g07990D	NA	NA	NA	NA	NA	BnaA01g07990D protein	A0A078HBU3	NA	NA	NA	NA	A0A078HBU3	PTHR10887:SF508	DNA2/NAM7 HELICASE FAMILY	P-LOOP CONTAINING NUCLEOSIDE TRIPHOSPHATE HYDROLASES SUPERFAMILY PROTEIN	NA	NA	LFC :  7.6	7.15952617860276e-05	3.85557609527445	4.43668789675166	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	3.04479714941578	4.58482290087834	3.99147933683863
